day,colony,rep,temp_treat,ID,alates,female,male,cumlative,ave_temp,max_temp,min_temp
19,D,1,5,D1,0,0,0,0,NA,NA,NA
20,D,1,5,D1,0,0,0,0,NA,NA,NA
21,D,1,5,D1,0,0,0,0,NA,NA,NA
22,D,1,5,D1,0,0,0,0,NA,NA,NA
23,D,1,5,D1,0,0,0,0,NA,NA,NA
24,D,1,5,D1,0,0,0,0,NA,NA,NA
25,D,1,5,D1,0,0,0,0,NA,NA,NA
26,D,1,5,D1,0,0,0,0,NA,NA,NA
27,D,1,5,D1,0,0,0,0,NA,NA,NA
28,D,1,5,D1,0,0,0,0,NA,NA,NA
29,D,1,5,D1,0,0,0,0,NA,NA,NA
30,D,1,5,D1,0,0,0,0,NA,NA,NA
31,D,1,5,D1,0,0,0,0,NA,NA,NA
32,D,1,5,D1,0,0,0,0,NA,NA,NA
33,D,1,5,D1,0,0,0,0,NA,NA,NA
34,D,1,5,D1,0,0,0,0,NA,NA,NA
35,D,1,5,D1,0,0,0,0,NA,NA,NA
36,D,1,5,D1,0,0,0,0,NA,NA,NA
37,D,1,5,D1,0,0,0,0,NA,NA,NA
38,D,1,5,D1,0,0,0,0,NA,NA,NA
39,D,1,5,D1,0,0,0,0,NA,NA,NA
40,D,1,5,D1,0,0,0,0,NA,NA,NA
41,D,1,5,D1,0,0,0,0,NA,NA,NA
42,D,1,5,D1,0,0,0,0,NA,NA,NA
43,D,1,5,D1,0,0,0,0,NA,NA,NA
44,D,1,5,D1,0,0,0,0,NA,NA,NA
45,D,1,5,D1,0,0,0,0,NA,NA,NA
46,D,1,5,D1,0,0,0,0,NA,NA,NA
47,D,1,5,D1,0,0,0,0,NA,NA,NA
48,D,1,5,D1,0,0,0,0,NA,NA,NA
49,D,1,5,D1,0,0,0,0,NA,NA,NA
50,D,1,5,D1,0,0,0,0,NA,NA,NA
51,D,1,5,D1,0,0,0,0,NA,NA,NA
52,D,1,5,D1,0,0,0,0,NA,NA,NA
53,D,1,5,D1,0,0,0,0,NA,NA,NA
54,D,1,5,D1,0,0,0,0,NA,NA,NA
55,D,1,5,D1,0,0,0,0,NA,NA,NA
56,D,1,5,D1,0,0,0,0,NA,NA,NA
57,D,1,5,D1,0,0,0,0,NA,NA,NA
58,D,1,5,D1,0,0,0,0,NA,NA,NA
59,D,1,5,D1,0,0,0,0,NA,NA,NA
60,D,1,5,D1,0,0,0,0,NA,NA,NA
61,D,1,5,D1,0,0,0,0,NA,NA,NA
1,D,2,5,D2,0,0,0,0,NA,NA,NA
2,D,2,5,D2,0,0,0,0,NA,NA,NA
3,D,2,5,D2,0,0,0,0,NA,NA,NA
4,D,2,5,D2,0,0,0,0,NA,NA,NA
5,D,2,5,D2,0,0,0,0,NA,NA,NA
6,D,2,5,D2,0,0,0,0,NA,NA,NA
7,D,2,5,D2,0,0,0,0,NA,NA,NA
8,D,2,5,D2,0,0,0,0,NA,NA,NA
9,D,2,5,D2,0,0,0,0,NA,NA,NA
10,D,2,5,D2,0,0,0,0,NA,NA,NA
11,D,2,5,D2,0,0,0,0,NA,NA,NA
12,D,2,5,D2,0,0,0,0,NA,NA,NA
13,D,2,5,D2,0,0,0,0,NA,NA,NA
14,D,2,5,D2,0,0,0,0,NA,NA,NA
15,D,2,5,D2,0,0,0,0,NA,NA,NA
16,D,2,5,D2,0,0,0,0,NA,NA,NA
17,D,2,5,D2,0,0,0,0,NA,NA,NA
18,D,2,5,D2,0,0,0,0,NA,NA,NA
19,D,2,5,D2,0,0,0,0,NA,NA,NA
20,D,2,5,D2,0,0,0,0,NA,NA,NA
21,D,2,5,D2,0,0,0,0,NA,NA,NA
22,D,2,5,D2,0,0,0,0,NA,NA,NA
23,D,2,5,D2,0,0,0,0,NA,NA,NA
24,D,2,5,D2,0,0,0,0,NA,NA,NA
25,D,2,5,D2,0,0,0,0,NA,NA,NA
26,D,2,5,D2,0,0,0,0,NA,NA,NA
27,D,2,5,D2,0,0,0,0,NA,NA,NA
28,D,2,5,D2,0,0,0,0,NA,NA,NA
29,D,2,5,D2,0,0,0,0,NA,NA,NA
30,D,2,5,D2,0,0,0,0,NA,NA,NA
31,D,2,5,D2,0,0,0,0,NA,NA,NA
32,D,2,5,D2,0,0,0,0,NA,NA,NA
33,D,2,5,D2,0,0,0,0,NA,NA,NA
34,D,2,5,D2,0,0,0,0,NA,NA,NA
35,D,2,5,D2,0,0,0,0,NA,NA,NA
36,D,2,5,D2,0,0,0,0,NA,NA,NA
37,D,2,5,D2,0,0,0,0,NA,NA,NA
38,D,2,5,D2,0,0,0,0,NA,NA,NA
39,D,2,5,D2,0,0,0,0,NA,NA,NA
40,D,2,5,D2,0,0,0,0,NA,NA,NA
41,D,2,5,D2,0,0,0,0,NA,NA,NA
42,D,2,5,D2,0,0,0,0,NA,NA,NA
43,D,2,5,D2,0,0,0,0,NA,NA,NA
44,D,2,5,D2,0,0,0,0,NA,NA,NA
45,D,2,5,D2,0,0,0,0,NA,NA,NA
46,D,2,5,D2,0,0,0,0,NA,NA,NA
47,D,2,5,D2,0,0,0,0,NA,NA,NA
48,D,2,5,D2,0,0,0,0,NA,NA,NA
49,D,2,5,D2,0,0,0,0,NA,NA,NA
50,D,2,5,D2,0,0,0,0,NA,NA,NA
51,D,2,5,D2,0,0,0,0,NA,NA,NA
52,D,2,5,D2,0,0,0,0,NA,NA,NA
53,D,2,5,D2,0,0,0,0,NA,NA,NA
54,D,2,5,D2,0,0,0,0,NA,NA,NA
55,D,2,5,D2,0,0,0,0,NA,NA,NA
56,D,2,5,D2,0,0,0,0,NA,NA,NA
57,D,2,5,D2,0,0,0,0,NA,NA,NA
58,D,2,5,D2,0,0,0,0,NA,NA,NA
59,D,2,5,D2,0,0,0,0,NA,NA,NA
60,D,2,5,D2,0,0,0,0,NA,NA,NA
61,D,2,5,D2,0,0,0,0,NA,NA,NA
1,E,1,5,E1,0,0,0,0,NA,NA,NA
2,E,1,5,E1,0,0,0,0,NA,NA,NA
3,E,1,5,E1,0,0,0,0,NA,NA,NA
4,E,1,5,E1,0,0,0,0,NA,NA,NA
5,E,1,5,E1,0,0,0,0,NA,NA,NA
6,E,1,5,E1,0,0,0,0,NA,NA,NA
7,E,1,5,E1,0,0,0,0,NA,NA,NA
8,E,1,5,E1,0,0,0,0,NA,NA,NA
9,E,1,5,E1,0,0,0,0,NA,NA,NA
10,E,1,5,E1,0,0,0,0,NA,NA,NA
11,E,1,5,E1,0,0,0,0,NA,NA,NA
12,E,1,5,E1,0,0,0,0,NA,NA,NA
13,E,1,5,E1,0,0,0,0,NA,NA,NA
14,E,1,5,E1,0,0,0,0,NA,NA,NA
15,E,1,5,E1,0,0,0,0,NA,NA,NA
16,E,1,5,E1,0,0,0,0,NA,NA,NA
17,E,1,5,E1,0,0,0,0,NA,NA,NA
18,E,1,5,E1,0,0,0,0,NA,NA,NA
19,E,1,5,E1,0,0,0,0,NA,NA,NA
20,E,1,5,E1,0,0,0,0,NA,NA,NA
21,E,1,5,E1,0,0,0,0,NA,NA,NA
22,E,1,5,E1,0,0,0,0,NA,NA,NA
23,E,1,5,E1,0,0,0,0,NA,NA,NA
24,E,1,5,E1,0,0,0,0,NA,NA,NA
25,E,1,5,E1,0,0,0,0,NA,NA,NA
26,E,1,5,E1,0,0,0,0,NA,NA,NA
27,E,1,5,E1,0,0,0,0,NA,NA,NA
28,E,1,5,E1,0,0,0,0,NA,NA,NA
29,E,1,5,E1,0,0,0,0,NA,NA,NA
30,E,1,5,E1,0,0,0,0,NA,NA,NA
31,E,1,5,E1,0,0,0,0,NA,NA,NA
32,E,1,5,E1,0,0,0,0,NA,NA,NA
33,E,1,5,E1,0,0,0,0,NA,NA,NA
34,E,1,5,E1,0,0,0,0,NA,NA,NA
35,E,1,5,E1,0,0,0,0,NA,NA,NA
36,E,1,5,E1,0,0,0,0,NA,NA,NA
37,E,1,5,E1,0,0,0,0,NA,NA,NA
38,E,1,5,E1,0,0,0,0,NA,NA,NA
39,E,1,5,E1,0,0,0,0,NA,NA,NA
40,E,1,5,E1,0,0,0,0,NA,NA,NA
41,E,1,5,E1,0,0,0,0,NA,NA,NA
42,E,1,5,E1,0,0,0,0,NA,NA,NA
43,E,1,5,E1,0,0,0,0,NA,NA,NA
44,E,1,5,E1,0,0,0,0,NA,NA,NA
45,E,1,5,E1,0,0,0,0,NA,NA,NA
46,E,1,5,E1,0,0,0,0,NA,NA,NA
47,E,1,5,E1,0,0,0,0,NA,NA,NA
48,E,1,5,E1,0,0,0,0,NA,NA,NA
49,E,1,5,E1,0,0,0,0,NA,NA,NA
50,E,1,5,E1,0,0,0,0,NA,NA,NA
51,E,1,5,E1,0,0,0,0,NA,NA,NA
52,E,1,5,E1,0,0,0,0,NA,NA,NA
53,E,1,5,E1,0,0,0,0,NA,NA,NA
54,E,1,5,E1,0,0,0,0,NA,NA,NA
55,E,1,5,E1,0,0,0,0,NA,NA,NA
56,E,1,5,E1,0,0,0,0,NA,NA,NA
57,E,1,5,E1,0,0,0,0,NA,NA,NA
58,E,1,5,E1,0,0,0,0,NA,NA,NA
59,E,1,5,E1,0,0,0,0,NA,NA,NA
60,E,1,5,E1,0,0,0,0,NA,NA,NA
61,E,1,5,E1,0,0,0,0,NA,NA,NA
